,carat,cut,color,clarity,depth,table,price,x,y
40848,0.38,Ideal,D,VVS1,62,57,1173,4.6,4.69
40849,0.53,Ideal,I,VS2,61.9,54,1173,5.21,5.23
40850,0.56,Ideal,G,SI2,61.9,54,1173,5.29,5.34
40851,0.55,Ideal,G,SI2,62.1,56,1173,5.25,5.28
40852,0.54,Ideal,F,SI2,61,56,1173,5.24,5.29
40853,0.57,Ideal,I,SI1,62.5,55,1173,5.28,5.32
40854,0.53,Premium,G,SI2,60.8,58,1173,5.21,5.19
40855,0.5,Ideal,G,SI1,62.2,56,1173,5.13,5.08
40856,0.49,Very Good,D,SI1,58.6,60,1174,5.14,5.2
40857,0.53,Very Good,E,SI2,63,57,1174,5.13,5.16
40858,0.34,Ideal,D,VVS2,61.3,56,1174,4.48,4.52
40859,0.34,Ideal,F,VVS1,61.6,56,1174,4.5,4.53
40860,0.34,Ideal,F,VVS1,61.1,56,1174,4.5,4.53
40861,0.33,Ideal,E,VVS1,61.2,55,1174,4.48,4.51
40862,0.61,Fair,J,VS2,58.2,56,1174,5.74,5.49
40863,0.52,Very Good,E,SI2,62.4,59,1175,5.13,5.16
40864,0.56,Very Good,I,SI1,61.8,56,1175,5.22,5.3
40865,0.52,Very Good,H,SI1,59.3,59,1175,5.25,5.28
40866,0.55,Ideal,F,SI2,62.4,56,1175,5.22,5.26
40867,0.55,Ideal,F,SI2,62.3,57,1175,5.22,5.27
40868,0.55,Ideal,F,SI2,61.2,56,1175,5.23,5.29
40869,0.55,Good,H,SI1,63.6,55,1175,5.18,5.23
40870,0.55,Premium,F,SI2,60.6,58,1175,5.28,5.31
40871,0.64,Ideal,G,SI2,62.2,53,1175,5.54,5.56
40872,0.51,Ideal,G,SI1,61.5,54,1175,5.17,5.21
40873,0.5,Good,D,SI2,61.9,63,1175,5.05,5.07
40874,0.5,Fair,H,VS2,65.1,59,1175,5.02,5.06
40875,0.73,Fair,I,I1,66.1,58,1175,5.63,5.5
40876,0.5,Very Good,I,VS2,61.7,58,1176,5.08,5.13
40877,0.42,Ideal,E,VVS1,61.8,56,1176,4.81,4.83
40878,0.52,Ideal,F,SI2,61.4,56,1176,5.18,5.21
40879,0.38,Ideal,E,VVS2,61.6,55,1176,4.72,4.67
40880,0.33,Ideal,D,VVS1,61,55,1176,4.52,4.47
40881,0.57,Very Good,I,SI1,63.3,56,1176,5.29,5.27
40882,0.38,Ideal,E,VVS2,62.2,56,1176,4.65,4.58
40883,0.38,Ideal,E,VVS2,61.9,57,1176,4.65,4.63
40884,0.38,Ideal,E,VVS2,61.6,55,1176,4.66,4.63
40885,0.57,Premium,J,VS2,60.2,62,1176,5.4,5.33
40886,0.57,Premium,F,SI2,61.7,59,1176,5.34,5.31
40887,0.57,Premium,F,SI2,61.4,56,1176,5.38,5.29
40888,0.56,Premium,G,SI1,61.7,58,1176,5.31,5.29
40889,0.42,Premium,F,VS1,62.7,61,1176,4.77,4.74
40890,0.56,Fair,F,SI1,61.6,61,1176,5.38,5.21
40891,0.5,Fair,E,SI1,65,58,1176,4.98,4.9
40892,0.38,Ideal,E,VVS2,62,57,1176,4.62,4.61
40893,0.51,Premium,E,SI2,61.8,58,1177,5.08,5.11
40894,0.51,Ideal,E,SI2,62.7,53,1177,5.09,5.12
40895,0.42,Ideal,E,VS1,60.6,57,1177,4.84,4.86
40896,0.44,Ideal,H,IF,61.9,54,1177,4.9,4.95
40897,0.44,Ideal,H,IF,61.4,55,1177,4.92,4.95
40898,0.41,Ideal,D,VS2,59.7,57,1177,4.87,4.84
40899,0.41,Ideal,D,VS2,61.7,55,1177,4.8,4.76
40900,0.47,Very Good,H,VS2,57.2,60,1178,5.18,5.21
40901,0.45,Ideal,H,VVS1,61.8,57,1178,4.92,4.95
40902,0.5,Ideal,H,SI1,62,56,1178,5.09,5.12
40903,0.54,Ideal,H,SI1,62.1,56,1178,5.18,5.26
40904,0.47,Ideal,I,IF,62.2,55,1178,4.99,5.01
40905,0.5,Very Good,H,VS2,61.8,63,1178,5.08,5.05
40906,0.5,Premium,D,SI2,58.5,60,1178,5.21,5.19
40907,0.55,Very Good,J,VS2,62.9,54,1179,5.23,5.29
40908,0.46,Very Good,G,VS1,61.4,59.7,1179,4.94,4.97
40909,0.56,Very Good,H,SI1,61.2,57,1179,5.28,5.31
40910,0.42,Ideal,G,VVS1,61.1,56,1179,4.82,4.84
40911,0.42,Good,G,VVS1,63.6,55,1179,4.75,4.78
40912,0.42,Premium,G,VVS1,60.2,59,1179,4.82,4.84
40913,0.42,Ideal,G,VVS1,61.6,55,1179,4.82,4.85
40914,0.42,Ideal,G,VVS1,61.4,56,1179,4.81,4.83
40915,0.42,Ideal,D,VS1,62.1,56,1179,4.78,4.82
40916,0.42,Premium,G,VVS1,59.8,58,1179,4.85,4.88
40917,0.42,Premium,G,VVS1,59.3,59,1179,4.9,4.92
40918,0.42,Ideal,G,VVS1,60.6,56,1179,4.86,4.88
40919,0.39,Ideal,E,VVS1,60.4,56,1179,4.76,4.78
40920,0.42,Ideal,G,VVS1,61.7,55,1179,4.78,4.84
40921,0.29,Very Good,E,VS1,60.4,58,499,4.28,4.33
40922,0.3,Very Good,E,SI1,60.9,58,499,4.31,4.33
40923,0.3,Ideal,F,SI1,62.3,53.9,499,4.28,4.31
40924,0.3,Ideal,F,SI1,62.2,54.2,499,4.31,4.34
40925,0.3,Ideal,F,SI1,62,55.1,499,4.29,4.32
40926,0.3,Ideal,E,SI1,62.1,58,499,4.27,4.29
40927,0.3,Ideal,E,SI1,61.1,57,499,4.3,4.34
40928,0.3,Ideal,E,SI1,62.4,57,499,4.27,4.29
40929,0.3,Ideal,E,SI1,61.6,54,499,4.32,4.35
40930,0.3,Ideal,E,SI1,62.3,56,499,4.29,4.32
40931,0.3,Ideal,E,SI1,62.3,57,499,4.29,4.31
40932,0.3,Ideal,E,SI1,61.7,58,499,4.29,4.3
40933,0.3,Ideal,E,SI1,62.1,56,499,4.31,4.36
40934,0.3,Ideal,E,SI1,62.2,55,499,4.29,4.33
40935,0.24,Good,E,VVS1,63.8,56,499,3.95,3.98
40936,0.26,Good,F,VS1,63.1,57,499,4.04,4.07
40937,0.32,Ideal,J,SI1,62.3,57,499,4.44,4.33
40938,0.23,Very Good,E,VVS1,60.8,56,499,3.94,3.99
40939,0.23,Very Good,D,VVS2,59.6,61,499,3.99,4.03
40940,0.25,Very Good,I,VVS2,62.1,56,500,4.03,4.05
40941,0.31,Ideal,G,VS2,60.8,56,500,4.4,4.42
40942,0.27,Ideal,H,VS1,62.3,54,500,4.16,4.19
40943,0.27,Ideal,H,VS1,62.2,55,500,4.15,4.18
40944,0.23,Premium,H,VVS2,59.2,61,500,4.04,4
40945,0.31,Very Good,F,VS2,62.1,54,500,4.34,4.39
40946,0.31,Very Good,F,VS2,62.7,57,500,4.31,4.36
40947,0.3,Good,F,SI1,63.6,55,500,4.28,4.33
40948,0.3,Good,F,SI1,63.5,57,500,4.24,4.27
40949,0.3,Good,F,SI1,63.5,59,500,4.19,4.22
40950,0.3,Good,F,SI1,63.5,57,500,4.21,4.26
40951,0.42,Premium,D,VS1,60.8,59,1179,4.79,4.85
40952,0.42,Ideal,D,VS1,61.1,57,1179,4.81,4.84
40953,0.42,Ideal,D,VS1,61.5,54,1179,4.79,4.84
40954,0.42,Ideal,G,VVS1,61.6,55,1179,4.81,4.87
40955,0.42,Premium,D,VS1,60.8,60,1179,4.84,4.87
40956,0.42,Ideal,G,VVS1,61.1,56,1179,4.82,4.87
40957,0.42,Ideal,G,VVS1,60,57,1179,4.84,4.86
40958,0.42,Ideal,G,VVS1,61.2,57,1179,4.78,4.82
40959,0.42,Premium,G,VVS1,62.7,58,1179,4.74,4.79
40960,0.45,Very Good,F,VS1,62.1,59,1179,4.85,4.81
40961,0.42,Ideal,G,VVS1,61.2,56,1179,4.85,4.86
40962,0.42,Ideal,G,VVS1,62,56,1179,4.81,4.84
40963,0.51,Premium,I,VS2,62.9,55,1179,5.12,5.08
40964,0.46,Good,G,VS1,59.5,61.4,1179,4.95,5
40965,0.37,Ideal,E,VVS1,61.5,56,1179,4.64,4.59
40966,0.49,Premium,F,SI1,58.7,60,1179,5.2,5.15
40967,0.57,Very Good,I,SI1,62.5,58,1180,5.22,5.27
40968,0.51,Very Good,E,SI2,58.3,61.9,1180,5.19,5.2
40969,0.51,Good,D,SI2,63.9,55,1180,5.04,5.1
40970,0.45,Good,H,VVS1,56.8,64,1180,5.08,4.99
40971,0.51,Good,D,SI2,63.8,56,1180,5.07,5.09
40972,0.41,Ideal,F,VS1,61.5,55,1180,4.8,4.83
40973,0.41,Ideal,F,VS1,61.7,56,1180,4.76,4.79
40974,0.4,Ideal,E,VS1,59.2,62,1180,4.8,4.83
40975,0.5,Ideal,G,SI2,60.7,56,1180,5.13,5.18
40976,0.59,Good,I,SI2,63.9,57,1180,5.3,5.25
40977,0.41,Premium,D,VVS2,61.9,59,1181,4.78,4.75
40978,0.41,Ideal,D,VVS2,61.1,56,1181,4.81,4.78
40979,0.41,Ideal,D,VVS2,62.5,57,1181,4.75,4.72
40980,0.41,Premium,D,VVS2,62.2,58,1181,4.8,4.78
40981,0.5,Fair,F,SI1,64.7,57,1181,4.99,4.94
40982,0.5,Very Good,E,SI2,63.1,58,1181,5.09,5.05
40983,0.5,Very Good,E,SI2,63.3,56,1181,5.09,5.05
40984,0.5,Ideal,E,SI2,62.8,55,1181,5.08,5.05
40985,0.5,Good,E,SI2,63.7,55,1181,5.08,5.03
40986,0.5,Premium,E,SI2,61.5,58,1181,5.09,5.03
40987,0.5,Ideal,E,SI2,63,57,1181,5.09,5.04
40988,0.45,Ideal,G,VVS2,61.8,57,1181,4.94,4.9
40989,0.45,Premium,G,VVS2,61.4,61,1181,4.95,4.89
40990,0.42,Premium,E,VS1,59.5,59,1181,4.88,4.86
40991,0.42,Ideal,E,VS1,61.6,57,1181,4.84,4.8
40992,0.42,Premium,E,VS1,62.1,55,1181,4.85,4.81
40993,0.42,Premium,E,VS1,62.2,59,1181,4.79,4.76
40994,0.63,Premium,J,SI1,61.9,59,1181,5.49,5.47
40995,0.5,Premium,E,SI2,59.4,60,1181,5.21,5.16
40996,0.5,Premium,E,SI2,61.8,59,1181,5.07,5.03
40997,0.42,Very Good,G,VVS2,58.5,63,1181,4.9,4.88
40998,0.5,Very Good,H,SI1,63.1,59,1181,5.02,4.96
40999,0.6,Ideal,I,SI2,61.9,55,1182,5.43,5.46
41000,0.49,Good,F,VS1,59.5,62,1182,5.09,5.22
41001,0.39,Very Good,F,IF,59.9,59,1183,4.78,4.84
41002,0.43,Ideal,G,VVS1,61.8,55,1183,4.87,4.9
41003,0.39,Ideal,E,VVS1,62.1,54,1183,4.67,4.7
41004,0.39,Ideal,E,VVS1,60.8,58,1183,4.72,4.76
41005,0.55,Ideal,F,SI2,61.7,55,1183,5.26,5.28
41006,0.55,Ideal,F,SI2,61.4,55,1183,5.27,5.29
41007,0.4,Very Good,E,VVS2,59.8,60,1184,4.8,4.84
41008,0.41,Very Good,E,VVS1,61.2,62,1184,4.76,4.78
41009,0.58,Ideal,H,SI1,61.6,57,1184,5.34,5.38
41010,0.55,Premium,E,SI2,61.9,58,1185,5.2,5.24
41011,0.42,Very Good,D,VVS2,62.8,59,1185,4.73,4.76
41012,0.42,Ideal,D,VVS2,61.7,55,1185,4.79,4.83
41013,0.5,Ideal,E,SI2,61.1,58,1185,5.09,5.13
41014,0.44,Ideal,H,IF,61.5,56,1185,4.89,4.93
41015,0.41,Very Good,F,VVS1,62.7,59,1186,4.75,4.78
41016,0.51,Good,F,SI1,64,57,1186,5.01,5.06
41017,0.41,Ideal,E,VVS2,61.4,53.9,1186,4.79,4.81
41018,0.4,Ideal,F,VVS1,62.2,56,1186,4.71,4.74
41019,0.55,Premium,G,SI2,60.3,58,1186,5.35,5.33
41020,0.25,Premium,G,SI2,59,60,1186,5.33,5.28
41021,0.25,Premium,G,SI2,58.8,60,1186,5.33,5.28
41022,0.44,Very Good,F,VVS1,62.1,60,1187,4.84,4.92
41023,0.5,Very Good,G,SI1,63.3,59,1187,4.99,5.02
41024,0.5,Very Good,G,SI1,64.1,57,1187,5.04,5.07
41025,0.5,Very Good,G,SI1,62.9,59,1187,5.04,5.07
41026,0.41,Ideal,E,VVS2,62.2,54,1187,4.76,4.79
41027,0.41,Ideal,E,VVS2,61.5,55,1187,4.79,4.83
41028,0.41,Ideal,E,VVS2,61.1,56,1187,4.8,4.85
41029,0.41,Ideal,E,VVS2,61,56,1187,4.79,4.82
41030,0.41,Premium,E,VVS2,60.9,60,1187,4.81,4.82
41031,0.41,Ideal,H,IF,61.8,55,1187,4.76,4.79
41032,0.41,Ideal,H,IF,62.1,56,1187,4.74,4.76
41033,0.41,Ideal,E,VVS2,60,57,1187,4.81,4.85
41034,0.41,Ideal,E,VVS2,62.3,56,1187,4.75,4.78
41035,0.41,Ideal,E,VVS2,61.6,56,1187,4.78,4.8
41036,0.41,Very Good,E,VVS2,62.8,54,1187,4.72,4.77
41037,0.41,Ideal,E,VVS2,61.9,56,1187,4.75,4.78
41038,0.41,Premium,E,VVS2,61.8,59,1187,4.74,4.78
41039,0.41,Ideal,E,VVS2,62,56,1187,4.72,4.76
41040,0.41,Ideal,E,VVS2,60.9,56,1187,4.75,4.81
41041,0.41,Ideal,E,VVS2,61.4,56,1187,4.77,4.81
41042,0.41,Ideal,E,VVS2,61.8,57,1187,4.75,4.8
41043,0.41,Very Good,H,IF,62.9,54,1187,4.71,4.74
41044,0.41,Ideal,E,VVS2,61.4,57,1187,4.76,4.79
41045,0.54,Ideal,G,SI1,61.7,55,1187,5.24,5.27
41046,0.31,Ideal,E,IF,60.4,56,1188,4.43,4.38
41047,0.5,Ideal,J,VS2,61.6,56,1188,5.08,5.14
41048,0.51,Ideal,G,SI2,62,56,1188,5.13,5.16
41049,0.44,Ideal,G,SI1,60.9,56,1188,4.88,4.94
41050,0.66,Premium,J,SI1,61,61,1188,5.64,5.59
41051,0.5,Fair,E,VS2,65,58,1188,4.96,4.92
41052,0.5,Very Good,F,I1,63.3,59,1188,5.03,4.99
41053,0.5,Good,E,SI1,63.6,56,1188,5.03,5
41054,0.53,Very Good,H,SI1,61.7,55,1189,5.2,5.24
41055,0.4,Very Good,E,VVS2,62.1,59,1189,4.67,4.7
41056,0.39,Ideal,G,IF,62.1,53.7,1189,4.67,4.71
41057,0.42,Very Good,H,VS2,60.9,55,1190,4.87,4.89
41058,0.52,Very Good,E,SI2,62.6,58,1190,5.11,5.14
41059,0.53,Very Good,I,VS2,60.3,60.1,1190,5.22,5.25
41060,0.5,Very Good,D,SI1,60.7,59,1190,5.11,5.04
41061,0.5,Good,D,SI1,57.2,60,1190,5.25,5.2
41062,0.5,Premium,D,SI2,62.2,58,1190,5.08,5.14
41063,0.5,Good,D,SI1,64.1,56,1190,5.03,4.98
41064,0.49,Ideal,H,SI2,60.7,56,1190,5.13,5.18
41065,0.4,Very Good,E,VVS1,62.9,56,1191,4.67,4.71
41066,0.52,Premium,F,SI1,61.5,60,1191,5.15,5.16
41067,0.52,Ideal,F,SI2,62.1,55,1191,5.14,5.17
41068,0.51,Ideal,F,SI2,60.2,55,1191,5.19,5.24
41069,0.54,Ideal,G,SI2,61.4,56,1192,5.27,5.29
41070,0.51,Ideal,H,SI1,59.9,56,1192,5.19,5.23
41071,0.46,Ideal,I,IF,62.2,55,1192,4.94,4.97
41072,0.41,Premium,F,VVS2,60.1,58,1192,4.83,4.79
41073,0.41,Ideal,F,VVS2,60.6,57,1192,4.86,4.81
41074,0.41,Ideal,F,VVS2,60.1,57,1192,4.85,4.83
41075,0.41,Premium,F,VVS2,60.6,58,1192,4.84,4.79
41076,0.41,Premium,F,VVS2,60.4,58,1192,4.84,4.8
41077,0.41,Premium,F,VVS2,60.3,58,1192,4.83,4.79
41078,0.41,Premium,F,VVS2,61,59,1192,4.83,4.77
41079,0.41,Ideal,F,VVS2,61.9,55,1192,4.79,4.78
41080,0.41,Ideal,F,VVS2,61.2,56,1192,4.8,4.78
41081,0.41,Premium,F,VVS2,61,59,1192,4.82,4.79
41082,0.41,Premium,F,VVS2,60.1,59,1192,4.82,4.79
41083,0.41,Ideal,F,VVS2,61,56,1192,4.82,4.78
41084,0.41,Ideal,F,VVS2,61.7,56,1192,4.81,4.78
41085,0.41,Ideal,F,VVS2,61.4,56,1192,4.81,4.76
41086,0.41,Ideal,F,VVS2,61.9,55,1192,4.79,4.74
41087,0.41,Ideal,F,VVS2,62.9,54,1192,4.74,4.7
41088,0.41,Premium,F,VVS2,62.4,58,1192,4.76,4.7
41089,0.41,Ideal,F,VVS2,62.5,56,1192,4.75,4.72
41090,0.41,Ideal,F,VVS2,62.6,55,1192,4.76,4.73
41091,0.41,Ideal,F,VVS2,62.3,56,1192,4.77,4.73
41092,0.41,Ideal,F,VVS2,61.7,57,1192,4.8,4.73
41093,0.42,Very Good,H,VVS1,62.2,56,1193,4.78,4.81
41094,0.45,Very Good,G,VVS1,60,57,1193,4.99,5.02
41095,0.51,Good,D,SI1,63.4,59,1193,5.07,5.02
41096,0.53,Premium,H,SI1,60.9,60,1193,5.26,5.19
41097,0.57,Ideal,G,SI2,61.6,54,1193,5.35,5.37
41098,0.58,Ideal,I,SI1,61.4,55,1193,5.37,5.42
41099,0.4,Ideal,G,IF,62,57,1193,4.73,4.75
41100,0.38,Ideal,F,IF,61,56,1193,4.68,4.7
41101,0.5,Good,I,VS1,61.2,61,1193,5.03,5.06
41102,0.51,Fair,F,SI1,65.2,57,1193,5.03,5.09
41103,0.54,Very Good,H,SI2,60.7,55,1194,5.31,5.34
41104,0.44,Very Good,H,IF,61.1,57,1194,4.91,4.94
41105,0.46,Very Good,E,VS2,62.1,57,1194,4.89,4.93
41106,0.51,Very Good,E,SI2,61.6,57,1195,5.17,5.19
41107,0.35,Ideal,E,VVS1,62.1,57,1195,4.52,4.55
41108,0.59,Ideal,F,SI2,61.7,54,1195,5.4,5.46
41109,0.59,Ideal,F,SI2,61.7,54,1195,5.38,5.44
41110,0.54,Premium,G,SI2,61.4,59,1195,5.24,5.21
41111,0.51,Ideal,H,SI1,63,57,1195,5.14,5.11
41112,0.51,Premium,F,SI2,58.9,60,1195,5.24,5.19
41113,0.59,Premium,E,SI2,60.8,56,1195,5.43,5.4
41114,0.51,Good,H,VS2,64.1,54,1195,5.02,5
41115,0.51,Premium,H,SI1,60.4,58,1195,5.21,5.19
41116,0.44,Ideal,F,VVS2,60.9,55,1196,4.92,4.96
41117,0.44,Premium,F,VVS2,61.6,58,1196,4.85,4.89
41118,0.4,Ideal,F,VVS2,61.6,56,1196,4.73,4.77
41119,0.41,Ideal,F,VVS1,61.3,54,1196,4.79,4.84
41120,0.41,Ideal,F,VVS1,61.6,55,1196,4.79,4.82
41121,0.63,Ideal,H,SI2,61.7,55,1196,5.51,5.56
41122,0.58,Ideal,J,VS2,62.8,57,1196,5.33,5.28
41123,0.44,Premium,H,VVS1,60.1,58,1196,4.96,4.92
41124,0.6,Premium,D,SI2,62,57,1196,5.43,5.35
41125,0.6,Premium,D,SI2,62,57,1196,5.43,5.35
41126,0.5,Fair,E,SI1,66.4,58,1196,4.98,4.87
41127,0.52,Premium,G,SI2,58.8,62,1196,5.31,5.3
41128,0.52,Premium,G,SI2,61.5,59,1196,5.19,5.15
41129,0.58,Very Good,G,SI2,59.5,59,1197,5.41,5.45
41130,0.41,Very Good,G,IF,60.9,59,1197,4.8,4.85
41131,0.35,Ideal,E,IF,61.4,56,1197,4.53,4.56
41132,0.35,Ideal,E,IF,62.2,56,1197,4.51,4.52
41133,0.42,Very Good,D,VVS1,61.4,55,1197,4.82,4.86
41134,0.5,Very Good,G,SI1,62.2,60,1197,5.03,5.07
41135,0.56,Good,H,SI1,63.2,57,1197,5.23,5.27
41136,0.5,Very Good,G,SI1,60,63,1197,5.06,5.1
41137,0.5,Very Good,G,SI1,62.8,61,1197,4.99,5.01
41138,0.5,Good,G,SI1,63.6,55,1197,5.03,5.06
41139,0.5,Good,G,SI1,63.9,57,1197,5.02,5.06
41140,0.5,Very Good,F,SI1,62.7,61,1197,5.01,5.07
41141,0.5,Very Good,G,SI1,62.9,59,1197,5.06,5.09
41142,0.56,Very Good,H,SI1,61.3,60,1197,5.23,5.28
41143,0.5,Very Good,G,SI1,62.1,56,1197,5.05,5.09
41144,0.56,Ideal,H,SI1,61.7,56,1197,5.26,5.3
41145,0.5,Very Good,G,SI1,62.6,56,1197,5.06,5.1
41146,0.5,Good,G,SI1,62.5,64,1197,4.93,4.99
41147,0.5,Very Good,F,SI1,61,60,1197,5.08,5.11
41148,0.39,Ideal,D,VS2,61.4,56,1197,4.71,4.73
41149,0.53,Ideal,H,SI1,62.3,57,1197,5.2,5.24
41150,0.52,Ideal,G,SI1,61.1,55,1197,5.22,5.26
41151,0.6,Fair,G,SI1,65.7,55,1197,5.31,5.23
41152,0.45,Good,D,VS2,63.7,61,1197,4.81,4.73
41153,0.49,Very Good,G,VS2,60.1,56,1198,5.13,5.15
41154,0.43,Very Good,D,VS1,61.2,58,1199,4.82,4.88
41155,0.41,Ideal,G,VVS2,61.7,55,1199,4.81,4.85
41156,0.4,Ideal,G,IF,61.2,56,1199,4.74,4.77
41157,0.48,Good,G,VS1,58.6,62,1199,5.14,5.2
41158,0.52,Good,E,SI2,60.5,62,1199,5.15,5.2
41159,0.38,Very Good,F,VVS1,61.6,58,1200,4.61,4.65
41160,0.38,Ideal,D,VVS2,61.5,57,1200,4.63,4.67
41161,0.38,Ideal,F,VVS1,61.9,54,1200,4.67,4.7
41162,0.38,Ideal,D,VVS2,61.3,56,1200,4.63,4.73
41163,0.38,Very Good,D,VVS2,61.9,56,1200,4.63,4.65
41164,0.52,Very Good,E,SI2,62.9,56,1200,5.08,5.12
41165,0.38,Ideal,F,VVS1,62.2,57,1200,4.64,4.68
41166,0.38,Very Good,D,VVS2,60,62,1200,4.7,4.73
41167,0.38,Ideal,D,VVS2,61.5,56,1200,4.64,4.66
41168,0.38,Premium,F,VVS1,61.6,58,1200,4.63,4.66
41169,0.38,Premium,F,VVS1,59.2,58,1200,4.76,4.8
41170,0.38,Ideal,E,VVS1,61.3,55,1200,4.67,4.72
41171,0.39,Ideal,G,IF,61.4,54,1200,4.71,4.73
41172,0.4,Premium,G,VVS1,61.5,58,1200,4.74,4.69
41173,0.4,Ideal,G,VVS1,61.4,55,1200,4.76,4.72
41174,0.4,Ideal,G,VVS1,62.4,57,1200,4.78,4.74
41175,0.4,Ideal,G,VVS1,61.6,57,1200,4.76,4.75
41176,0.4,Ideal,G,VVS1,61.2,56,1200,4.79,4.75
41177,0.4,Premium,G,VVS1,60.9,57,1200,4.8,4.76
41178,0.4,Premium,G,VVS1,62.3,58,1200,4.72,4.66
41179,0.4,Premium,G,VVS1,61.7,58,1200,4.71,4.69
41180,0.4,Premium,D,VS1,59.2,59,1200,4.81,4.79
41181,0.4,Premium,D,VS1,60.9,58,1200,4.81,4.78
41182,0.4,Premium,D,VS1,62.1,58,1200,4.73,4.7
41183,0.4,Premium,D,VS1,62.5,60,1200,4.72,4.66
41184,0.4,Ideal,D,VS1,62.9,56,1200,4.71,4.67
41185,0.4,Ideal,D,VS1,59.9,57,1200,4.82,4.77
41186,0.42,Ideal,H,IF,62.4,57,1201,4.79,4.82
41187,0.39,Ideal,G,IF,61.6,56,1201,4.69,4.73
41188,0.5,Very Good,G,SI1,60.6,56,1202,5.13,5.16
41189,0.51,Premium,H,VS2,60.9,60,1202,5.19,5.16
41190,0.44,Ideal,G,VVS1,61.3,56,1202,4.91,4.93
41191,0.44,Ideal,G,VVS1,62.3,56,1202,4.85,4.87
41192,0.59,Ideal,I,SI2,62.8,57,1202,5.33,5.37
41193,0.48,Ideal,I,IF,61.4,55,1202,5.05,5.08
41194,0.51,Good,D,SI2,57.7,60,1202,5.31,5.26
41195,0.47,Very Good,G,VS1,60.5,59.4,1203,5.03,5.08
41196,0.52,Good,D,SI2,63.7,55,1203,5.1,5.11
41197,0.51,Very Good,F,SI1,62.5,59,1203,5.08,5.1
41198,0.5,Ideal,F,SI2,60.9,57,1203,5.16,5.13
41199,0.51,Very Good,D,SI2,60.3,57,1204,5.15,5.17
41200,0.32,Ideal,F,IF,61.8,56,1204,4.4,4.44
41201,0.32,Ideal,F,IF,61.2,56,1204,4.41,4.45
41202,0.4,Very Good,E,VVS2,60.5,58,1205,4.76,4.8
41203,0.46,Good,D,VS2,63.2,56,1205,4.89,4.92
41204,0.41,Ideal,F,VVS1,61.2,57,1205,4.79,4.85
41205,0.53,Ideal,H,SI1,62.2,54,1205,5.18,5.23
41206,0.53,Ideal,H,SI1,62,54,1205,5.17,5.22
41207,0.53,Ideal,H,SI1,61.5,54,1205,5.21,5.26
41208,0.51,Premium,E,SI2,62,57,1205,5.13,5.09
41209,0.51,Premium,E,SI2,62.7,52,1205,5.15,5.12
41210,0.51,Ideal,E,SI2,61,56,1205,5.2,5.16
41211,0.51,Premium,E,SI2,60.3,56,1205,5.22,5.19
41212,0.53,Premium,G,SI1,62.1,62,1206,5.15,5.13
41213,0.56,Premium,E,SI2,62.6,59,1206,5.2,5.24
41214,0.52,Ideal,H,SI1,61.5,56,1206,5.16,5.21
41215,0.4,Ideal,F,VVS1,61.7,57,1206,4.75,4.72
41216,0.4,Ideal,F,VVS1,61.5,56,1206,4.77,4.73
41217,0.4,Premium,D,VVS2,62,61,1206,4.72,4.7
41218,0.7,Premium,G,I1,62.3,56,1206,5.66,5.61
41219,0.43,Premium,G,VVS1,62,59,1207,4.8,4.82
41220,0.43,Ideal,G,VVS1,61.5,56,1207,4.85,4.87
41221,0.43,Very Good,G,VVS1,62.3,59,1207,4.77,4.83
41222,0.43,Ideal,G,VVS1,61.4,55,1207,4.86,4.91
41223,0.43,Ideal,G,VVS1,62,55,1207,4.82,4.85
41224,0.43,Premium,G,VVS1,60.3,58,1207,4.87,4.91
41225,0.43,Premium,G,VVS1,60.9,58,1207,4.88,4.91
41226,0.43,Ideal,G,VVS1,60.5,57,1207,4.86,4.92
41227,0.43,Ideal,D,VS1,62.1,56,1207,4.85,4.87
41228,0.43,Very Good,G,VVS1,61.3,57,1207,4.85,4.87
41229,0.43,Premium,G,VVS1,62.2,58,1207,4.78,4.83
41230,0.4,Very Good,E,IF,62.9,58,1207,4.68,4.77
41231,0.43,Ideal,D,VS1,61.6,56,1207,4.85,4.86
41232,0.43,Ideal,D,VS1,62.1,55,1207,4.83,4.86
41233,0.43,Ideal,D,VS1,61.9,55,1207,4.85,4.87
41234,0.44,Ideal,G,VVS1,60.3,57,1207,4.92,4.96
41235,0.33,Ideal,E,VVS1,61.6,56,1207,4.44,4.46
41236,0.39,Premium,E,VVS2,61.1,59,1207,4.74,4.68
41237,0.33,Ideal,E,IF,61.9,57,1207,4.45,4.41
41238,0.33,Premium,E,IF,60.8,58,1207,4.49,4.46
41239,0.33,Premium,D,VVS1,61.8,58,1207,4.43,4.4
41240,0.57,Very Good,J,VS2,63.3,56,1207,5.28,5.24
41241,0.73,Premium,F,I1,59.3,61,1207,5.88,5.75
41242,0.46,Premium,E,VS2,60.2,60,1208,5.01,4.96
41243,0.3,Fair,D,IF,60.5,57,1208,4.47,4.35
41244,0.46,Premium,I,IF,59.4,60,1208,5.04,5.02
41245,0.34,Ideal,E,VVS1,61.1,56,1208,4.52,4.55
41246,0.58,Ideal,F,SI2,62.6,57,1208,5.27,5.33
41247,0.3,Premium,D,IF,62.1,59,1208,4.29,4.27
41248,0.54,Ideal,H,SI2,61.2,56,1208,5.27,5.24
41249,0.56,Premium,G,SI2,60,60,1208,5.48,5.42
41250,0.5,Very Good,H,VS2,63,55,1209,5.05,5.08
